BALANCE;PURCHASES;CREDIT_LIMIT
226.03038;435.08;7500
13.036611;197;1000
4223.867789;2514.74;5500
5067.576984;714.68;5000
62.788771;802.1;13000
3188.47033999999;0;4500
2737.420448;0;3000
1502.926021;2635.9;4500
951.061932;1699.87;1800
10905.05381;431.93;19600
68.20838;780;3200
1297.153644;839.14;6000
121.024256;1850.23;14000
1003.704494;50;3500
1094.300448;1967.86;11500
1467.162166;1313.26;11500
1649.276603;0;1800
2660.420641;0;5000
44.204396;504;2500
379.767959;493.5;4000
7.066111;133.16;16000
1051.215365;0;1600
447.941813;1907.2;9500
1089.528456;0;1200
1432.326731;0;5000
97.000375;552.09;12000
5.016768;284.13;4000
238.962984;2402.64;8500
0;174.12;4000
4550.397004;548;5000
2005.414367;0;2100
2494.774127;250;3000
4623.886448;883.94;6000
1945.906455;1650.52;2500
2598.802288;0;3000
3086.75297;1015.91;10500
46.461265;237.99;4500
390.55064;1261.99;3000
250.060059;2405.97;10000
5570.18253;0;6000
2113.287399;0;3500
1205.191816;0;2500
2586.357487;0;3000
1543.194492;160;3000
3677.471434;1;7000
203.024867;542.94;4000
5926.837633;0;13000
1479.020821;958.73;1500
532.805392;59.4;10000
36.023577;273.8;5500
3084.618021;0;4000
52.575297;282.62;6000
1166.500558;73.8;2000
1781.739723;2289.92;10500
2882.954391;3591.81;10450
4068.162699;3387.47;8500
5432.113514;793.1;10000
24.463674;254.37;4000
202.996947;2338.83;7500
28.924276;324.6;3000
7764.210895;90;11150
1219.914858;0;1500
9226.107838;2217.94;10500
689.697644;22.68;11500
4158.137668;8.4;7500
5995.793488;0;6500
131.260514;1109.91;9500
288.978275;2555.91;5000
331.686553;2289.42;9500
1504.334228;565;2200
1928.971964;2061.55;8500
391.385478;0;4000
684.658511;184.68;2900
5.120644;55.55;6000
1685.020731;0;1800
313.87913;2746.84;2500
619.974954;1219.39;2000
1380.728565;0;1500
40.343354;318.79;6000
147.838347;0;600
69.141919;872.94;10000
0.672519;388.54;12000
4677.021295;1798.66;9000
33.31938;279.56;3000
1748.310383;0;2000
931.674532;2417.91;8000
1475.871356;826.77;1500
992.424289;0;1000
105.642966;916.46;10500
1156.813935;251.38;7500
3797.995726;0;12000
107.452196;1196.35;5500
4181.216991;1443.33;6000
162.94835;400;4000
2382.328208;899.58;2500
55.707056;1224.99;7500
902.491328;0;1800
1599.306976;112.57;1800
970.322769;0;2000
5815.890916;1245.33;7000
1738.377115;140.2;6500
21.311946;3618.19;15000
462.916347;270.97;10000
1281.276331;792.14;1500
632.807858;453.91;6000
2463.60548;654;2400
1236.635476;540;4000
1563.48528;1910.13;13000
6877.284986;687.97;7500
598.423093;5835.57;9000
955.415962;1060;2100
847.191896;11507.4;10500
44.174721;290;6000
7820.331303;80;15000
937.276757;45.65;1000
776.255666;6842.23;3500
815.832195;211.22;3500
4939.64603;470.54;10000
1053.59473;1450;1500
1877.424948;170.07;6000
8.928211;105.78;3500
2139.919711;330.89;6000
137.909416;897.42;7000
1301.549278;0;1500
287.140554;316.78;4500
26.621291;426.83;6000
6887.915143;4340.42;11500
740.382347;1672.35;5500
2719.526277;448.07;3000
9.75539;219.37;6000
1689.319684;724.83;1500
62.053779;29.6;6000
1417.474456;144.49;1500
1613.321542;252;1800
392.194003;788.14;9000
936.041324;1141.24;1200
527.761784;2702.57;3000
1283.402142;1286.34;2100
5355.922523;2469.28;8000
15.236618;161.5;3000
153.003135;96.2;9000
248.200613;2329.12;5500
1466.91925;0;1500
1777.056105;1083.12;4000
475.171266;1155.4;2000
1117.683394;45.65;1200
6891.424677;4399.07;11150
14.68344;67.44;4000
1475.973063;181.63;1800
986.583117;0;1500
955.41412;0;1200
447.808002;1593.29;7000
3304.423662;0;7000
1135.629139;398.64;1500
933.150722;0;1500
1055.369866;0;6000
5897.491823;0;7500
0;176.03;7000
21.377711;312.1;2000
4920.036231;1562.43;13000
4071.792166;1721.66;10000
1138.534442;8665.38;9500
1158.67621;1036.68;1700
2093.844656;0;3000
299.464702;1439.49;6000
21.928045;190.45;8500
657.223335;1151.91;1000
74.34204;724.52;4000
2664.700424;715.51;3500
900.482738;0;1000
1146.202492;0;1200
9.72453;158.34;6000
3037.608728;173.48;3000
25.184241;0;6000
1100.941072;117.32;1500
64.078171;1049;5000
1.059425;23.91;15500
1095.041551;1132.36;2500
234.700486;82;4200
7156.345546;0;18000
1435.703308;664.61;7500
325.024091;2251.62;9500
4395.237251;2514.3;5000
25.379719;179;4000
400.69973;3108.01;10500
3044.269636;93.31;3500
435.905875;2877.09;3500
5257.807308;2331.68;17500
3860.238072;11.41;10000
1514.750841;3873.5;8500
6509.334652;538.51;12000
3338.863375;775;8500
3281.958491;398.08;8000
5932.367808;0;6000
994.367302;0;10000
5925.120611;1763.89;6500
162.54754;405.61;2200
1070.486185;818.64;1000
4059.211725;0;5000
8356.277203;983.24;14000
929.115076;611.71;1200
2159.370933;627.23;2500
4523.499003;0;9500
753.703481;0;1200
3778.609797;878.29;8500
947.457151;1787.83;4000
606.323282;299.9;4200
73.379518;875.38;6500
516.49276;380;1200
906.107168;2354.06;4000
2220.063789;2530.12;2500
15532.33972;1168.75;16500
205.123752;2066.08;7500
788.257316;9113.78;12000
1073.370435;824.77;1800
1381.753281;0;2400
405.162601;0;17000
372.924756;462.7;1800
55.681483;462.99;13500
2092.855291;1624.05;8500
556.912886;0;4000
6.121105;233.9;10500
19.112841;504.2;1000
7803.470739;7184.73;11500
5274.508501;324.96;5500
1887.061349;0;2000
152.227891;946;6500
1193.351573;0;1500
2544.036536;0;7000
63.064197;1176.93;7500
3.29042;225.6;4000
182.959331;847.88;5000
5082.971064;1893.89;9500
2817.403474;1878.54;3500
320.35306;2542.61;7500
2801.239086;0;10000
126.289657;366.68;3000
7985.621826;123.24;14500
1084.131331;803.22;1000
5520.201751;0;7000
109.594389;177;1950
2416.771489;4201.13;5500
5701.848812;1126.68;7000
2866.054641;0;3000
1352.301367;263.04;2300
495.069704;2610.3;8500
1299.93337;0;2400
3020.900667;0;4000
608.752081;5446.88;9500
4587.892398;140.6;5500
4005.344926;9134.26;10500
534.75165;3044.6;3000
34.387537;153.18;2500
11964.83264;1175.35;14000
1553.505165;522;1000
10.106017;1160.66;1500
397.003171;3042.08;8500
611.561026;765;2000
4840.545574;1595.93;6000
0;313.89;6000
1176.992085;890;3000
47.107274;2226.06;8500
289.529643;110;1200
2689.040221;0;9000
14.871714;62.7;3000
35.360897;587.34;11500
1902.665938;4666.51;7500
17.026818;453.24;2000
229.540732;694.91;7500
186.706199;868;4000
1264.152747;2358.28;2500
160.15008;1639.97;7000
12856.15251;775.42;14000
3034.686119;0;3000
2537.257188;0;2750
2376.483239;858.5;7000
3625.207579;0;6000
3904.008546;600;4700
59.263479;300.68;5000
1114.56327;0;6000
1128.717636;55.69;1200
451.905949;4468.71;4000
6074.986862;1000;14000
3490.186741;816;11500
1368.99507;521.31;3000
60.52124;469;1000
1961.322415;476.16;2000
4153.477506;561.25;8000
22.523964;346.3;1800
7593.590618;0;8000
46.054436;812.97;6000
8771.507851;1082.98;18500
3008.66367;1137.62;6200
215.213174;2326.52;3500
96.155647;1070.73;10000
1101.656754;1398.21;7000
4779.786334;1470.24;7000
765.880394;0;8500
4705.294706;0;9000
2008.461205;0;2900
2856.16815;29.5;3000
198.12512;0;1200
27.851354;262.71;4000
1487.657507;4115.98;5000
10915.55075;0;15000
107.944741;118.16;2500
117.777688;853.3;2000
862.481024;2267.38;4500
7.153512;104.95;1500
48.242289;470.69;18000
490.368785;932.03;5500
1848.248809;307.12;8500
1417.979193;0;1500
510.504804;57;12500
339.294514;2601.6;1800
5151.912071;0;7000
1203.464556;440;3000
6437.92423;716.76;7000
407.177714;4236.36;18500
3929.705042;935.71;6000
6909.058266;473.51;7500
1054.905969;885.44;1000
3664.282588;493.34;9500
6443.077147;2155.13;7500
4570.04875;888.98;6000
3573.583803;2513.46;9000
96.699394;1475.23;4000
4968.771623;3441.3;11500
1031.936983;2308;3000
3.847042;182.08;1500
166.258538;1377.31;16000
1589.449271;255.75;3500
2305.313527;255.7;6500
818.310935;1071.8;2500
102.751154;1063.69;7000
11416.64736;1347.7;15500
2008.004976;75.5;5000
5880.218671;0;11500
5354.109275;0;7000
3207.605367;0;9000
4319.531807;0;7500
1343.165153;291.62;1500
705.645246;1325.21;3000
112.01046;229;150
1978.041097;0;5500
468.769607;585.68;4500
15.531077;0;2000
1003.058842;1627;1200
220.938626;2310.61;18000
5236.290986;1780.79;17000
505.333425;5176.62;8500
17.896575;265.97;1000
5550.171932;1026.26;11000
236.507753;2692.65;1500
1132.282217;0;1200
247.857188;0;1200
3312.222433;3729.7;8000
1373.252757;0;1500
71.542751;561.38;1500
0;609;2500
147.418569;1074;5500
774.645244;190.54;1200
727.467671;420.88;4500
1115.208504;30;1500
366.441008;0;3000
3891.346976;3629.8;7500
7442.599092;1080;8500
752.485849;0;1200
537.491488;1672.99;1600
1890.946618;0;2500
11.269672;248.31;9500
50.006512;701.25;3500
5115.712849;4378.8;10000
984.724235;10243.48;7500
952.379745;481.75;1200
160.681189;993.5;6500
3461.183622;200;3500
232.638142;3161.02;7000
126.134681;1197.12;9000
1958.649839;1759.46;7000
24.099873;294;5000
4424.767314;0;7000
2297.708974;0;3000
1667.269812;86.69;5500
74.254958;952.16;7000
9.526312;92.02;1600
95.853493;796.9;1950
772.206384;1319.19;1200
533.163378;0;1800
66.65712;585.87;10000
918.401897;0;3500
1630.676858;0;1950
2384.257016;0;2500
25.706551;133.86;9500
956.303408;1451.5;1200
40.627614;528.08;2000
5010.879703;0;7000
1822.259235;0;2500
4936.913341;407.81;5000
93.964086;815.34;2500
512.946312;4391.87;16500
680.889818;2445.24;3400
2177.338711;0;2500
1055.833418;351.54;3000
153.949311;0;11500
5906.184924;141.8;10000
1061.394006;0;8500
8.187263;0;1350
126.018616;1218.24;5000
462.598215;1319.26;3500
195.575108;2984.34;14500
4759.70237;614.01;7500
1581.742203;0;1800
1026.201421;0;1200
1585.806548;0;2000
645.181409;0;1400
237.861439;569.02;3200
297.004363;2729;16500
2895.765754;2753.35;9000
14.58126;87.3;8000
310.795046;0;7500
3470.333673;1184.98;7000
989.022229;0;1200
2048.834742;3342.9;2500
3037.476732;1225.79;5100
1072.257388;0;1200
5097.916969;139.67;6000
975.820862;66.72;1000
5827.830678;577.98;6000
7543.580736;0;8500
87.802127;803.95;1000
3268.304631;340.57;6000
45.295495;451.01;7500
234.183227;617.3;2500
36.868847;360;3000
334.1265;0;1400
193.12654;1955.98;2500
443.202789;350.31;4500
23.39023;291.7;2500
1872.934017;382.5;1950
2490.787594;176.65;2500
3212.093869;2203.68;6000
339.406259;14.28;10500
11077.99148;3419.92;12000
899.195559;921.94;5000
1154.410108;0;3000
846.223191;437.6;14500
597.44365;0;1500
4413.803457;0;5000
3586.05105;141;4350
1965.755378;889.66;2500
19.897641;375.23;6000
2740.10065;169.19;3200
393.700868;0;1000
459.134859;223.34;500
4805.164203;0;8500
6668.982024;0;7500
1238.049848;45.65;1500
7801.511533;231.4;13500
1114.506863;602.07;1800
1212.426549;265.22;3000
210.870503;664.05;7500
6493.033342;447.5;8000
3106.036183;2128.56;7200
909.560162;912.1;1200
3633.533005;383.2;11000
86.650277;910.51;7000
86.547135;789.45;2500
144.513072;758.5;3000
1182.324933;0;1200
32.821775;644.99;4000
1.365808;60;4000
119.604008;1068.28;1000
134.238558;420;7500
128.48978;462.86;3000
749.168331;164.9;2000
1544.585361;0;2000
172.131105;1666.95;2500
266.475852;0;1500
549.915249;1556.66;11000
0;1090.69;1800
8559.236795;170;9000
6810.401782;635.76;10000
2917.656276;141.81;8000
542.807485;220.62;2000
2362.643772;2826.99;3000
4164.796859;784.63;9000
1304.460033;0;1500
1601.692049;61.46;4000
4556.537803;1450;9000
751.398349;1977.5;3500
1510.111755;1895.25;9000
3490.855736;1039.48;9000
6384.360491;1856.84;7500
1327.653853;20.9;1500
9226.646604;671.31;12000
3441.516174;358.68;7500
1117.34082;474.96;1000
1828.62196;0;2300
3011.469977;582.28;6500
99.680638;0;10500
1517.559661;0;1950
101.025128;0;6500
12.737355;152.73;1200
1135.816377;520.24;1200
24.1725;270;8500
763.696095;1229.42;7000
8073.909084;0;8500
745.157677;485.17;3000
32.915398;192.99;6000
8198.627284;0;14000
623.955961;0;1200
2123.483416;2453.18;7500
939.348677;50;1000
1372.486104;3005.25;3000
123.05867;151.92;3500
72.794263;227.64;2500
2376.965338;0;3000
57.257195;472.5;7227,272727
7499.658084;160;13550
1564.3964;1330;8000
4644.779013;4820.68;9200
7418.314012;901.62;14500
6001.428376;0;9000
1127.139413;185;6100
41.217844;221.48;13500
1565.577135;0;3000
5459.785308;262;7000
166.295463;449.26;9000
19.294559;283.8;2000
2478.086158;531.48;7000
5425.936219;209.9;7000
5239.381493;0;10000
142.278809;164.68;2500
4192.143919;450;4500
2711.995096;600;5000
432.793131;540.13;6500
127.808682;2802.08;6500
374.276019;3589.05;6000
20.758677;548.01;1900
2061.835735;0;4000
1744.956833;0;1800
2241.092286;1260;6000
2857.598022;0;6000
1530.725391;0;1600
337.478135;0;3000
5145.092629;1975.72;13500
4659.388091;1754.19;9500
2416.555714;2266.01;4000
1467.212481;107;6000
1555.053764;168;1500
127.062095;453.3;7000
259.623619;377.79;1500
28.445432;166.2;5500
0.01968;188.02;7500
1258.769693;142;1200
2865.386926;0;6500
276.446975;1429.39;2800
2878.528369;0;3000
499.409588;6636.91;8000
2489.057383;0;3000
44.463463;154.86;2500
201.463946;2364.85;5000
2508.850418;0;6000
35.942931;425.67;6500
440.186713;985.2;6000
783.550476;175.8;2500
511.569448;2938.32;7500
5901.592192;1704.95;8000
210.618047;290;2700
168.473316;0;1200
1136.796512;869.38;7000
738.956988;0;1500
858.180885;3034.74;6500
2065.035103;1462.6;3500
16.052971;127;4500
2263.795064;320;10000
1527.905897;0;6500
5266.121863;9030.08;6000
6804.186841;640.03;7100
2836.605817;0;3000
21.328087;512.35;2000
259.15982;1971.9;1800
414.196362;794.53;2000
141.781912;1401.4;1500
30.530541;360.1;1500
1198.763306;0;1200
6187.219303;2029.03;15000
45.625764;0;10000
358.011796;0;1950
810.52348;985.33;5500
2910.425009;0;7500
6784.258276;12.64;10000
229.295689;2099.89;3000
1465.716156;555.71;1800
2315.997841;3643.93;7500
4202.1695;462;8000
2085.013555;198.27;8000
51.794504;800.11;4000
13.363762;238.9;1000
1141.349418;6003.86;2500
766.261051;1462.73;6000
155.566852;1303.78;10000
1168.692032;0;5000
78.027358;377.07;1500
6671.450524;369.52;7500
3057.553683;0;12500
343.003474;3429.49;10500
4360.245187;703.23;4500
2900.668727;3056.73;10000
3569.826878;3056.06;8500
3412.603461;3790.29;9500
1519.396916;0;2000
1388.825312;974.42;1500
12.313357;107.41;2500
300.140362;2366.36;4000
267.88449;129;12000
179.882212;828;1000
49.901311;790.65;4000
468.138723;0;1500
1197.052656;298.51;1700
2632.469367;0;3000
24.479088;90;2500
1391.33075;530.5;1600
2748.868773;598.5;2000
1525.273429;133.4;1500
149.345328;1424.4;5000
1364.390161;786;5000
2274.992396;1794.82;7000
2611.487156;0;6500
11930.78446;37.03;14000
95.843629;1210.95;8000
2518.248504;1086.17;3000
6380.474771;4381.33;11500
937.052256;2003.98;1200
1693.287862;90;1800
111.902733;1554.86;4000
13.925681;462.78;2000
3003.711667;349.45;2750
13.75098;214.38;1500
176.478557;600;1500
2124.720599;1006.01;5000
6043.926807;0;6500
801.513783;1697.02;5500
2791.652315;0;3000
1452.868602;93.34;1500
5311.500998;2339.79;6500
58.142915;0;1200
1738.454303;0;7000
115.376754;448.15;9000
1615.436077;2610.29;3600
111.789941;1157.94;7000
11.4334;250;1800
169.019496;4769.98;4500
1016.583226;120;1000
111.729154;824.1;6500
2486.194077;2869.17;5500
2728.076143;155.32;4500
467.220993;1110.17;4000
165.192464;206.32;3000
2414.43578;689.4;8500
2432.276042;7156.11;9500
1485.081634;48.22;1700
1723.637852;660.61;2000
1738.802811;395;6000
1912.691045;0;10000
302.142293;3612.24;10500
185.725079;456.05;3000
2269.800656;0;3500
750.070967;311.2;1000
2287.854278;0;6000
7.817753;170.02;2000
877.603886;7786.4;6500
11642.60156;15108.47;12000
2893.135916;0;4000
1589.083369;0;2000
2540.711001;844.38;7000
1023.124791;1537.93;9000
3937.87556;0;12000
1079.008102;0;1200
2545.614986;0;3000
1659.414215;324;4000
4484.839808;591.3;6500
335.360271;3237.47;2000
8214.860286;5213.41;15000
745.72702;137.7;2000
302.091029;0;2000
438.550144;3647.61;7500
646.745968;0;1350
9266.08054;100;17500
2735.480264;100;9000
160.530303;299.38;1200
2.386716;115;8500
199.753857;1569.23;7500
1647.990537;127.46;3500
1362.551313;0;1500
2221.252825;0;7000
101.138672;1411.82;3500
19.411374;229.92;2000
189.11961;429.88;10000
67.86054;295.64;3000
1338.317684;0;2000
5099.850196;805.45;5000
68.222735;537.68;3000
4028.756012;361.07;4300
9.730297;99.24;1000
224.915345;2330;7500
1378.911019;0;1500
2017.948347;1137.55;2500
409.194212;1213.23;6000
3130.53708;428.16;4300
1143.409012;0;1200
4215.771256;0;7500
54.952957;470.12;10000
1539.46423;629.78;2000
2589.500085;0;5000
798.070226;660.02;2050
6877.333016;0;9000
234.544023;2453.46;6500
4420.693904;0;4600
5757.919072;5544.45;7000
2341.625484;2153.83;7500
1022.687467;409.92;1000
1497.869891;806.64;1700
115.340163;54.67;1200
1175.749847;848.26;1200
512.058666;921.2;5500
40.645069;636.83;7500
12323.84536;989.32;18000
967.177679;208.4;1000
97.453056;334.73;2500
346.782576;961.12;7000
32.228288;73.45;4000
39.642014;0;5000
1902.444082;0;2500
600.777518;760.38;4500
2864.644318;135;7000
4994.957253;0;6400
5392.29598;0;8000
1841.606048;0;2500
2809.125422;65.5;3000
1305.724538;509.88;1200
258.148852;433.2;6000
162.722336;222.7;4250
4007.610043;83;10000
11.759081;100.94;6000
1384.008582;0;1500
6980.228444;4400;10000
2964.124423;118.05;3000
78.287038;1045.76;7000
1307.937701;1280.58;1800
27.93791;205.92;1200
77.305919;171.06;1500
807.091888;1272.53;6000
5423.576453;1672.55;8500
1290.524209;1518.26;1700
34.869037;356.32;1000
811.564879;558.08;8500
1109.109473;113;2500
969.034643;50.85;1200
80.167956;1053.52;3000
607.912561;205.84;6000
0;199.73;9000
1758.703148;3955.35;7500
169.062888;1556.66;1000
268.577278;0;9000
1431.670328;1020.76;5000
241.097264;790.6;1500
1484.705242;2673.3;5000
54.80309;462.32;5000
1687.570137;162.04;1800
1182.045732;130;1200
2304.087171;0;3000
8030.872986;0;8500
1.151323;60.3;1200
188.701762;900.45;1200
2136.814161;0;6000
1747.858092;3048.4;3000
2637.334329;0;3000
499.437461;0;1200
21.32716;309.74;8500
1534.294061;6508.72;6000
61.954938;477.42;6000
1294.324002;0;1500
657.831607;612.25;1500
2708.9687;0;3000
689.764098;0;1800
6329.586806;0;14600
4446.40675;0;5000
1173.662921;0;1800
21.881488;168.08;1500
1518.638794;0;5500
1061.439175;0;1200
1579.728772;0;1800
6.149295;169.01;10000
2848.735428;95.67;5500
32.215585;0;7500
5823.907919;0;9500
978.567283;1401.54;4500
1588.447753;825.96;4000
1530.883538;964.67;3000
180.230777;1653.91;11500
256.182628;111.39;10000
1794.484219;197.7;1950
1103.988247;0;6500
1783.622522;0;2000
3560.734141;0;4000
4751.340645;309.86;8600
33.663794;585.6;1000
124.739834;1004.3;4000
2786.494499;0;8000
6538.064926;1554.42;7500
4360.032452;0;4500
1013.23312;0;1200
7215.745096;0;12000
2320.402196;436;4000
8791.161142;0;12000
22.720976;853.75;6000
1083.787792;110;1200
3.744802;154.5;3800
5968.583246;22381.97;14500
2249.367093;902.43;2500
326.648686;1086.16;7000
3481.400783;188;8500
2237.238086;120;2500
1611.720259;955.59;5000
3294.951011;2923.07;13000
1436.783799;258.86;1500
78.44322;1367.73;6000
3586.66025;342;6000
1119.464067;0;3000
190.872836;3011.36;7500
4881.395564;849.78;11500
891.111576;698.99;1500
124.732546;301.07;5000
1820.216623;4877.66;4500
212.080181;618;6000
2135.406047;1600.09;2500
523.329585;5819.46;6000
2655.715643;0;3000
17.415068;147.7;4000
347.577293;26.8;500
2201.533726;0;3000
169.850339;1693.03;4000
1584.358415;0;4000
5030.927831;99;6000
982.165343;435.72;2300
233.376877;1178.12;6000
1201.149593;851.21;3600
36.607995;224.4;2100
2380.291402;1433.2;7000
198.377577;0;9000
27.585915;0;11000
1369.969909;1770;1800
100.037595;414.48;1000
1412.593167;1278.5;10500
3473.463277;1182.95;6000
411.894578;2948.1;4000
3380.990237;984.31;3800
381.959463;1013.6;3500
449.456201;3597.02;2000
1134.830372;833.98;7500
1358.798385;0;1500
177.550964;2188.88;7500
1310.839573;646.28;1500
1088.568358;436.8;1000
341.233281;277.06;2800
1289.327381;892;3500
597.297664;689.67;3511,111111
894.081947;1901.71;1500
1492.035204;2429.23;7000
112.514659;459.51;1200
795.401963;3408.01;5000
1987.474619;2254.03;3000
6995.3025;999.77;8000
72.518075;525;1000
541.61305;554.79;7000
1919.443036;0;5500
60.837925;387.42;1500
33.954525;158;1200
491.91535;4527.64;2300
733.988674;83.47;9000
5606.778018;283.88;14500
408.310297;0;1500
580.649334;0;1200
2709.099711;354.92;8500
3821.413393;197;7000
1224.95436;0;1400
3846.74253;0;5600
5500.316126;0;9000
364.516232;0;6500
688.993252;803.57;2000
3781.053716;764.19;7000
1394.445085;0;1600
117.205812;215;1750
4373.439331;1959.04;7000
2931.237524;150;3000
310.666963;881.87;7500
970.120944;120;1500
931.144615;1864.5;2000
1484.996584;170;1500
1967.931753;1344.85;3500
74.653975;603.6;2500
84.783684;203.6;1500
668.742738;951.97;1000
3790.510114;2626.06;7500
58.241599;792.35;10000
226.804333;669.19;8000
216.595085;270.21;6000
1552.53528;2072.43;7000
1131.445959;0;1950
1048.403657;652.24;4000
460.956973;145.28;8000
5873.201628;146.68;8000
281.349361;473.34;1500
1207.886609;143;3000
9.12851;80.06;1600
929.473356;0;6000
907.120507;98;3000
744.112849;1628.08;6000
0;63.3;2700
1499.324936;0;1500
89.229937;830;4000
1057.142919;789.96;8000
2160.127684;353.22;2500
740.231763;150;1800
666.314773;0;1500
1293.044047;0;1500
1360.795674;0;1500
13.362018;119.46;7500
2878.715983;909.16;3000
1792.255588;582.85;11500
1939.822738;1130.25;3000
2939.047848;749;5000
888.023397;0;1500
13.959639;149.88;4000
4413.461158;55.12;5000
2900.59088;588.48;3000
2600.500163;1301.9;4500
4075.540208;0;14000
791.117673;854.2;7350
950.31308;1022.84;1500
3.64248;71.65;2000
6773.941979;14215;9000
906.830419;129;1700
1705.435895;0;4000
2311.164692;318.85;5000
2262.825216;221.2;9000
380.351858;1216.21;3000
3218.51979;0;14500
2089.451704;1256.49;2500
103.611789;960.24;2700
1589.141901;0;3000
6369.895861;335.68;9000
4028.315428;0;4500
725.529062;8754.59;4000
1766.619204;261.12;1950
1935.116931;0;7000
1487.517111;614.53;1700
4037.543707;1005.72;6000
7.954284;56;10500
147.193451;2863.92;2500
1125.539048;645.96;1500
1950.956894;0;3000
972.283554;0;6000
5931.699858;218;8000
1956.708852;1351.68;2500
1384.792038;133.34;2900
7857.659056;1760.55;15000
0;70.65;4000
5211.684904;0;6000
1832.096639;1560.21;4000
607.20006;549.08;4500
9753.114706;10199.63;15000
66.163293;259.32;1500
859.588282;48.16;10000
44.081566;503.25;8500
3776.150532;0;6000
99.527723;1059.59;2500
2972.931391;60.54;8500
1941.315169;262.08;5000
2852.354665;424.84;3000
432.058764;817.62;5100
240.814517;59;5000
978.091862;550.53;1200
7387.803893;208;14000
1454.188994;70;1500
21.968945;335;1000
56.091512;405;6727,272727
5920.486917;899.8;6500
216.702671;2205.51;7500
9629.808851;0;12000
870.774939;169.03;5000
867.244416;804.18;3700
429.887213;898.34;6500
1884.252524;1358.88;1200
1801.045046;1684.29;8000
464.445178;436.3;1800
1876.290248;63.62;2000
1471.557317;577.58;1500
410.021801;1438.76;3000
292.688812;2815.82;7000
5176.531297;67.84;6000
7776.4369;107.33;8500
1562.698176;354.04;6000
7682.12519;663;9000
2251.631886;3727.77;3150
2783.614341;1725.05;5000
2392.332606;2556.32;6500
4418.554352;960;4500
226.35396;2455.75;6000
148.7321;532.66;3000
793.005227;4.99;2500
960.221148;0;1500
2011.929899;208.5;7000
7293.10879399999;0;8500
1033.41108;1020.3;1200
1375.427868;0;3000
0.683939;17.7;1500
1328.569532;140;1600
87.931814;617.5;4000
8897.437228;3710.57;9000
140.120632;644.16;1500
488.00991;102.98;7000
3356.816523;0;3500
2.796865;170.92;4000
2453.444449;622.16;2500
2146.005518;469.83;8500
4504.79334;0;7500
1406.388339;542.7;1600
4013.183067;2591.77;8500
11631.32337;14686.1;13600
1839.93046;26.12;1950
845.307601;0;6000
1202.869845;0;1500
1076.586375;2204.54;1000
1593.619532;0;1800
0;61.21;2600
22.242824;236.28;4000
132.993735;1383.67;7000
5438.546318;287.43;6500
666.123984;1999.7;3100
1862.269621;0;3000
3616.001088;365;9500
1763.755481;2233.3;13000
452.094148;5073.53;7000
64.162396;541.6;7500
9342.15857;0;11000
2267.245868;0;3000
1461.259621;178.67;6500
844.837833;2196.38;5000
1402.44598;0;1500
1838.159648;0;3500
333.810017;4678.63;2500
4526.591303;1806.5;9000
74.0153;546.7;4000
88.492683;0;2500
1508.80711;372.16;2500
3.925627;17.8;2500
65.207898;350;8000
10871.08518;0;18000
1845.113513;258.9;2000
4432.514906;1543.75;9000
1133.652007;34.83;1200
1054.466688;142.8;1200
449.123098;65;2500
1760.407415;0;3500
2308.191918;47.8;3000
2007.080218;75;2500
6045.192228;0;8500
4393.939007;417.08;5300
969.346477;0;5200
784.897871;0;1600
509.900317;21;11500
124.561589;1674.16;1800
175.930384;264.98;1500
250.493739;500.67;12000
1735.137321;1879.92;4000
89.708187;1808.6;7500
1954.920348;1016.34;7500
81.860834;710.09;7500
165.544411;468.6;1700
935.778608;645.83;6500
1574.330411;869.26;1500
833.62924;1171.28;6500
0;103.68;2500
56.837819;584.34;9500
51.759686;256.5;4000
2675.636728;1257.27;6000
1907.364819;192.88;7500
182.085903;1935.16;13500
243.590067;1995.25;5700
2130.117689;63.38;2500
4660.384868;0;5000
129.314624;94.5;1500
1963.239125;67.55;2500
1166.660018;2452.69;1500
42.996921;230.04;200
4064.615698;351;5000
25.095678;177.76;1500
1149.160308;30.6;3000
210.670699;2675.53;5000
896.347796;0;2500
5709.486507;0;6000
68.207625;536;4000
82.483732;1301.05;7500
95.267927;571.64;8800
4788.283283;0;5000
13.922594;182.1;5500
6246.069586;0;10000
409.38122;3197.42;6000
3688.371995;0;7000
2924.640322;0;6500
67.869072;502.52;1000
8571.315438;0;10000
6209.488896;0;8500
73.189931;199.96;2000
8341.513474;5410.31;11100
1377.184745;0;1500
5532.653003;2491.83;10500
4445.044609;5714.5;5000
3747.079869;0;6000
124.117838;14.98;1700
5905.955278;1642.94;12200
4861.692801;54.25;9000
7579.855749;4544.7;11500
13.141343;850.44;1000
6023.720208;1182.08;10000
189.722981;1771.78;6700
1179.878115;0;1200
4653.854929;360;5000
355.125926;269.75;2000
3122.507074;10755.68;10000
2101.04762;184;2500
76.046682;1440.93;12000
868.808006;39.83;1950
1484.693487;399.96;1200
826.019814;6856.25;10500
423.629272;2485.54;4500
2806.343181;0;3000
1455.180323;81.1;1800
4839.379685;503.64;10000
3642.140907;3338.1;6000
305.506746;0;6000
5379.384053;501.09;9000
1132.615315;136.19;5100
172.316897;368.49;2500
215.015895;0;1500
2120.098679;0;6000
1647.461444;323.55;5000
2837.322217;35;3000
926.218872;1218.92;13000
1309.983442;504.5;7500
